,time,open,high,low,close,volume
0,2016-12-22,7.66,0.0,0.0,0.0,0
1,2016-12-23,7.66,0.0,0.0,0.0,0
2,2016-12-26,7.66,0.0,0.0,0.0,0
3,2016-12-27,7.66,0.0,0.0,0.0,0
4,2016-12-28,7.66,0.0,0.0,0.0,0
5,2016-12-29,7.66,0.0,0.0,0.0,0
6,2016-12-30,7.66,0.0,0.0,0.0,0
7,2017-01-03,7.66,0.0,0.0,0.0,0
8,2017-01-04,7.66,0.0,0.0,0.0,0
9,2017-01-05,7.66,0.0,0.0,0.0,0
10,2017-01-06,7.66,0.0,0.0,0.0,0
11,2017-01-09,7.66,0.0,0.0,0.0,0
12,2017-01-10,7.66,0.0,0.0,0.0,0
13,2017-01-11,7.66,0.0,0.0,0.0,0
14,2017-01-12,7.66,0.0,0.0,0.0,0
15,2017-01-13,7.66,0.0,0.0,0.0,0
16,2017-01-16,7.66,0.0,0.0,0.0,0
17,2017-01-17,7.66,0.0,0.0,0.0,0
18,2017-01-18,7.66,0.0,0.0,0.0,0
19,2017-01-19,7.66,0.0,0.0,0.0,0
20,2017-01-20,7.66,0.0,0.0,0.0,0
21,2017-01-23,7.66,0.0,0.0,0.0,0
22,2017-01-24,7.66,0.0,0.0,0.0,0
23,2017-01-25,7.66,0.0,0.0,0.0,0
24,2017-02-02,7.66,0.0,0.0,0.0,0
25,2017-02-03,7.66,0.0,0.0,0.0,0
26,2017-02-06,7.66,0.0,0.0,0.0,0
27,2017-02-07,7.66,0.0,0.0,0.0,0
28,2017-02-08,7.66,0.0,0.0,0.0,0
29,2017-02-09,7.66,0.0,0.0,0.0,0
30,2017-02-10,7.66,0.0,0.0,0.0,0
31,2017-02-13,7.66,0.0,0.0,0.0,0
32,2017-02-14,7.66,0.0,0.0,0.0,0
33,2017-02-15,7.66,0.0,0.0,0.0,0
34,2017-02-16,7.66,0.0,0.0,0.0,0
35,2017-02-17,7.66,0.0,0.0,0.0,0
36,2017-02-20,7.66,0.0,0.0,0.0,0
