,time,open,high,low,close,volume
0,2016-11-01,8.88,0.0,0.0,0.0,0
1,2016-11-02,8.88,0.0,0.0,0.0,0
2,2016-11-03,8.88,0.0,0.0,0.0,0
3,2016-11-04,8.88,0.0,0.0,0.0,0
4,2016-11-07,8.88,0.0,0.0,0.0,0
5,2016-11-08,8.88,0.0,0.0,0.0,0
6,2016-11-09,8.88,0.0,0.0,0.0,0
7,2016-11-10,8.88,0.0,0.0,0.0,0
8,2016-11-11,8.88,0.0,0.0,0.0,0
9,2016-11-14,8.88,0.0,0.0,0.0,0
10,2016-11-15,8.88,0.0,0.0,0.0,0
11,2016-11-16,8.88,8.88,8.88,8.88,2000
12,2016-11-17,8.88,8.88,8.88,8.88,0
13,2016-11-18,8.88,8.88,8.88,8.88,0
14,2016-11-21,7.55,7.55,7.55,7.55,500
15,2016-11-22,7.55,7.55,7.55,7.55,0
16,2016-11-23,6.48,6.48,6.48,6.48,1000
17,2016-11-24,5.6,5.6,5.6,5.6,300
18,2016-11-25,4.8,4.8,4.8,4.8,200
19,2016-11-28,4.8,4.8,4.8,4.8,0
20,2016-11-29,4.8,4.8,4.8,4.8,0
21,2016-11-30,4.8,4.8,4.8,4.8,0
22,2016-12-01,4.8,4.8,4.8,4.8,0
23,2016-12-02,4.8,4.8,4.8,4.8,0
24,2016-12-05,4.8,4.8,4.8,4.8,0
25,2016-12-06,4.8,4.8,4.8,4.8,0
26,2016-12-07,4.8,4.8,4.8,4.8,0
27,2016-12-08,4.8,4.8,4.8,4.8,0
28,2016-12-09,4.8,4.8,4.8,4.8,0
29,2016-12-12,4.8,4.8,4.8,4.8,0
30,2016-12-13,4.8,4.8,4.8,4.8,0
31,2016-12-14,4.8,4.8,4.8,4.8,0
32,2016-12-15,4.8,4.8,4.8,4.8,0
33,2016-12-16,4.8,4.8,4.8,4.8,0
34,2016-12-19,4.8,4.8,4.8,4.8,0
35,2016-12-20,4.8,4.8,4.8,4.8,0
36,2016-12-21,4.8,4.8,4.8,4.8,0
37,2016-12-22,4.8,4.8,4.8,4.8,0
38,2016-12-23,4.8,4.8,4.8,4.8,0
39,2016-12-26,4.8,4.8,4.8,4.8,0
40,2016-12-27,4.8,4.8,4.8,4.8,0
41,2016-12-28,4.8,4.8,4.8,4.8,0
42,2016-12-29,5.51,5.51,5.51,5.51,500
43,2016-12-30,6.31,6.31,6.31,6.31,500
44,2017-01-03,6.31,6.31,6.31,6.31,0
45,2017-01-04,6.31,6.31,6.31,6.31,0
46,2017-01-05,6.31,6.31,6.31,6.31,0
47,2017-01-06,6.31,6.31,6.31,6.31,0
48,2017-01-09,6.31,6.31,6.31,6.31,0
49,2017-01-10,6.31,6.31,6.31,6.31,0
50,2017-01-11,6.31,6.31,6.31,6.31,0
51,2017-01-12,6.31,6.31,6.31,6.31,0
52,2017-01-13,6.31,6.31,6.31,6.31,0
53,2017-01-16,6.31,6.31,6.31,6.31,0
54,2017-01-17,6.31,6.31,6.31,6.31,0
55,2017-01-18,6.31,6.31,6.31,6.31,0
56,2017-01-19,7.2,7.2,7.2,7.2,500
57,2017-01-20,7.2,7.2,7.2,7.2,0
58,2017-01-23,7.2,7.2,7.2,7.2,0
59,2017-01-24,7.2,7.2,7.2,7.2,0
60,2017-01-25,7.2,7.2,7.2,7.2,0
61,2017-02-02,7.2,7.2,7.2,7.2,0
62,2017-02-03,7.2,7.2,7.2,7.2,0
63,2017-02-06,7.2,7.2,7.2,7.2,0
64,2017-02-07,7.2,7.2,7.2,7.2,0
65,2017-02-08,7.2,7.2,7.2,7.2,0
66,2017-02-09,7.2,7.2,7.2,7.2,0
67,2017-02-10,7.2,7.2,7.2,7.2,0
68,2017-02-13,7.2,7.2,7.2,7.2,0
69,2017-02-14,7.2,7.2,7.2,7.2,0
70,2017-02-15,7.2,7.2,7.2,7.2,0
71,2017-02-16,7.2,7.2,7.2,7.2,0
72,2017-02-17,7.2,7.2,7.2,7.2,0
73,2017-02-20,7.2,7.2,7.2,7.2,0
74,2017-02-21,7.2,7.2,7.2,7.2,0
75,2017-02-22,7.2,7.2,7.2,7.2,0
76,2017-02-23,7.2,7.2,7.2,7.2,0
77,2017-02-24,7.2,7.2,7.2,7.2,0
78,2017-02-27,7.2,7.2,7.2,7.2,0
79,2017-02-28,6.13,6.13,6.13,6.13,100
80,2017-03-01,6.13,6.13,6.13,6.13,0
81,2017-03-02,6.13,6.13,6.13,6.13,0
82,2017-03-03,6.13,6.13,6.13,6.13,0
83,2017-03-06,6.13,6.13,6.13,6.13,0
84,2017-03-07,6.13,6.13,6.13,6.13,0
85,2017-03-08,6.13,6.13,6.13,6.13,0
86,2017-03-09,6.13,6.13,6.13,6.13,0
87,2017-03-10,6.13,6.13,6.13,6.13,0
88,2017-03-13,6.13,6.13,6.13,6.13,0
89,2017-03-14,6.13,6.13,6.13,6.13,0
90,2017-03-15,6.13,6.13,6.13,6.13,0
91,2017-03-16,6.13,6.13,6.13,6.13,0
92,2017-03-17,6.13,6.13,6.13,6.13,0
93,2017-03-20,6.13,6.13,6.13,6.13,0
94,2017-03-21,6.13,6.13,6.13,6.13,0
95,2017-03-22,6.13,6.13,6.13,6.13,0
96,2017-03-23,6.13,6.13,6.13,6.13,0
97,2017-03-24,6.13,6.13,6.13,6.13,0
98,2017-03-27,6.13,6.13,6.13,6.13,0
99,2017-03-28,6.13,6.13,6.13,6.13,0
100,2017-03-29,6.13,6.13,6.13,6.13,0
101,2017-03-30,6.22,6.22,6.22,6.22,100
102,2017-03-31,6.22,6.22,6.22,6.22,0
103,2017-04-03,6.22,6.22,6.22,6.22,0
104,2017-04-04,5.42,5.42,5.42,5.42,100
105,2017-04-05,5.42,5.42,5.42,5.42,0
106,2017-04-07,5.42,5.42,5.42,5.42,0
107,2017-04-10,5.42,5.42,5.42,5.42,0
108,2017-04-11,5.42,5.42,5.42,5.42,0
109,2017-04-12,5.42,5.42,5.42,5.42,0
110,2017-04-13,5.42,5.42,5.42,5.42,0
111,2017-04-14,5.42,5.42,5.42,5.42,0
112,2017-04-17,5.42,5.42,5.42,5.42,0
113,2017-04-18,5.42,5.42,5.42,5.42,0
114,2017-04-19,5.42,5.42,5.42,5.42,0
115,2017-04-20,5.42,5.42,5.42,5.42,0
116,2017-04-21,4.71,4.71,4.71,4.71,100
117,2017-04-24,4.71,4.71,4.71,4.71,0
118,2017-04-25,4.71,4.71,4.71,4.71,0
119,2017-04-26,4.71,4.71,4.71,4.71,0
120,2017-04-27,4.71,4.71,4.71,4.71,0
121,2017-04-28,4.18,4.18,4.18,4.18,100
122,2017-05-03,4.44,4.44,4.44,4.44,7000
123,2017-05-04,4.44,4.44,4.44,4.44,0
124,2017-05-05,3.91,3.91,3.91,3.91,100
125,2017-05-08,3.46,3.46,3.46,3.46,100
126,2017-05-09,3.11,3.11,3.11,3.11,100
127,2017-05-10,3.11,3.11,3.11,3.11,0
128,2017-05-11,3.11,3.11,3.11,3.11,0
129,2017-05-12,3.11,3.11,3.11,3.11,0
130,2017-05-15,3.11,3.11,3.11,3.11,0
131,2017-05-16,2.75,2.75,2.75,2.75,100
132,2017-05-17,2.75,2.75,2.75,2.75,0
133,2017-05-18,2.75,2.75,2.75,2.75,0
134,2017-05-19,2.75,2.75,2.75,2.75,0
135,2017-05-22,2.75,2.75,2.75,2.75,0
136,2017-05-23,2.75,2.75,2.75,2.75,0
137,2017-05-24,2.75,2.75,2.75,2.75,200
138,2017-05-25,2.49,3.11,2.49,3.11,200
139,2017-05-26,2.84,2.84,2.84,2.84,0
140,2017-05-29,2.84,2.84,2.84,2.84,0
141,2017-05-30,2.84,2.84,2.84,2.84,0
142,2017-05-31,2.84,2.84,2.84,2.84,0
143,2017-06-01,2.84,2.84,2.84,2.84,0
144,2017-06-02,2.84,2.84,2.84,2.84,0
145,2017-06-05,2.58,2.58,2.58,2.58,100
